Source class,Source name,L (Jy kpc^2),vW (GHz s)
Crab GP,PSR J0534+2200,13.798048780487804,5.74e-06
Crab GP,PSR J0534+2200,81.67513832036346,3.11234e-05
Crab GP,PSR J0534+2200,16.25658536585366,5.74e-06
Crab GP,PSR J0534+2200,14.128780487804876,5.74e-06
Crab GP,PSR J0534+2200,104.14525298465038,3.94016e-05
Crab GP,PSR J0534+2200,34.229918742506996,1.05098e-05
Crab GP,PSR J0534+2200,129.27818492119266,2.7890799999999997e-05
Crab GP,PSR J0534+2200,84.48310335538328,4.67726e-05
Crab GP,PSR J0534+2200,16.05951219512195,5.74e-06
Crab GP,PSR J0534+2200,13.370731707317072,5.74e-06
Crab GP,PSR J0534+2200,57.387354651162795,2.3116799999999995e-05
Crab GP,PSR J0534+2200,81.05416584597202,3.5539e-05
Crab GP,PSR J0534+2200,69.60649331128813,2.79426e-05
Crab GP,PSR J0534+2200,32.07843137254902,1.40658e-05
Crab GP,PSR J0534+2200,81.2067967804724,2.66126e-05
Crab GP,PSR J0534+2200,48.49847818735205,1.65592e-05
Crab GP,PSR J0534+2200,80.60802565358749,3.1434200000000005e-05
Crab GP,PSR J0534+2200,15.070243902439024,5.74e-06
Crab GP,PSR J0534+2200,219.33242763757255,8.759379999999999e-05
Crab GP,PSR J0534+2200,86.07083281463962,4.4984799999999997e-05
Crab GP,PSR J0534+2200,24.054851769622566,1.07198e-05
Crab GP,PSR J0534+2200,12.957394601829133,6.2762e-06
Crab GP,PSR J0534+2200,50.469562690687205,1.92724e-05
Crab GP,PSR J0534+2200,16.76292682926829,5.74e-06
Crab GP,PSR J0534+2200,86.15484306446169,4.1482e-05
Crab GP,PSR J0534+2200,197.61940066955174,8.572899999999999e-05
Crab GP,PSR J0534+2200,10.874146341463414,5.74e-06
Crab GP,PSR J0534+2200,70.28154897494305,2.7657000000000003e-05
Crab GP,PSR J0534+2200,51.655548649955115,2.02734e-05
Crab GP,PSR J0534+2200,14.292682926829267,5.74e-06
Crab GP,PSR J0534+2200,127.79413618221649,4.66522e-05
Crab GP,PSR J0534+2200,11.499512195121952,5.74e-06
Crab GP,PSR J0534+2200,100.81817064175067,4.55504e-05
Crab GP,PSR J0534+2200,121.47650448523733,4.7132399999999996e-05
Crab GP,PSR J0534+2200,15.073170731707316,5.74e-06
Crab GP,PSR J0534+2200,17.922926829268288,5.74e-06
Crab GP,PSR J0534+2200,17.837073170731706,5.74e-06
Crab GP,PSR J0534+2200,15.935609756097561,5.74e-06
Crab GP,PSR J0534+2200,115.63402326635443,4.6333e-05
Crab GP,PSR J0534+2200,63.84417620316664,1.78612e-05
Crab GP,PSR J0534+2200,1394.6583944691001,9.274439999999999e-05
Crab GP,PSR J0534+2200,13.873170731707315,5.74e-06
Crab GP,PSR J0534+2200,169.5806411988699,1.13974e-05
Crab GP,PSR J0534+2200,162.7630927028554,6.442520000000001e-05
Crab GP,PSR J0534+2200,2008.3561606084825,0.0001524054
Crab GP,PSR J0534+2200,104.08147216105692,3.56048e-05
Crab GP,PSR J0534+2200,73.71317073170731,5.74e-06
Crab GP,PSR J0534+2200,147.9214311869017,5.35276e-05
Crab GP,PSR J0534+2200,41.45268292682926,5.74e-06
Crab GP,PSR J0534+2200,16.90341463414634,5.74e-06
Crab GP,PSR J0534+2200,35.36195121951219,5.74e-06
Crab GP,PSR J0534+2200,121.39713120147388,5.3193e-05
Crab GP,PSR J0534+2200,688.7944525220893,6.2587e-05
Crab GP,PSR J0534+2200,15.844878048780485,5.74e-06
Crab GP,PSR J0534+2200,58.05463414634146,5.74e-06
Crab GP,PSR J0534+2200,252.27952352719237,0.0001038968
Crab GP,PSR J0534+2200,46.22829268292683,5.74e-06
Crab GP,PSR J0534+2200,52.88282977155491,1.5198399999999998e-05
Crab GP,PSR J0534+2200,15.664390243902439,5.74e-06
Crab GP,PSR J0534+2200,174.8550852482249,9.68114e-05
Crab GP,PSR J0534+2200,276.5372308543501,6.07292e-05
Crab GP,PSR J0534+2200,14.736598534516007,7.260399999999999e-06
Crab GP,PSR J0534+2200,178.9111831899591,4.9637e-05
Crab GP,PSR J0534+2200,106.79579961206608,4.18628e-05
Crab GP,PSR J0534+2200,70.53203803224473,1.35464e-05
Crab GP,PSR J0534+2200,15.929756097560974,5.74e-06
Crab GP,PSR J0534+2200,27.570731707317073,5.74e-06
Crab GP,PSR J0534+2200,210.10045593841093,7.49224e-05
Crab GP,PSR J0534+2200,369.73193470627734,0.0001271914
Crab GP,PSR J0534+2200,82.86147186147187,3.7514399999999994e-05
Crab GP,PSR J0534+2200,34.14341463414634,5.74e-06
Crab GP,PSR J0534+2200,23.07016434892541,8.8592e-06
Crab GP,PSR J0534+2200,23.81463414634146,5.74e-06
Crab GP,PSR J0534+2200,96.08399158496407,3.527019999999999e-05
Crab GP,PSR J0534+2200,71.75741568468102,2.75632e-05
Crab GP,PSR J0534+2200,15.763902439024388,5.74e-06
Crab GP,PSR J0534+2200,117.07137697813383,4.26412e-05
Crab GP,PSR J0534+2200,140.14181243784003,4.78604e-05
Crab GP,PSR J0534+2200,155.61091589767167,4.263139999999999e-05
Crab GP,PSR J0534+2200,20.117073170731704,5.74e-06
Crab GP,PSR J0534+2200,22.00682926829268,5.74e-06
Crab GP,PSR J0534+2200,23.777560975609756,5.74e-06
Crab GP,PSR J0534+2200,97.40863787375416,4.59326e-05
Crab GP,PSR J0534+2200,130.4237066919791,4.7196799999999995e-05
Crab GP,PSR J0534+2200,342.7276125467252,0.0001033704
Crab GP,PSR J0534+2200,168.20583270271845,7.21518e-05
Crab GP,PSR J0534+2200,33.472586066998964,1.2077799999999998e-05
Crab GP,PSR J0534+2200,86.06359184270156,1.9153400000000002e-05
Crab GP,PSR J0534+2200,18.05560975609756,5.74e-06
Crab GP,PSR J0534+2200,16.38634146341463,5.74e-06
Crab GP,PSR J0534+2200,15.37951219512195,5.74e-06
Crab GP,PSR J0534+2200,18.29951219512195,5.74e-06
Crab GP,PSR J0534+2200,201.7887418328028,6.68528e-05
Crab GP,PSR J0534+2200,83.77230648020485,2.8431199999999996e-05
Crab GP,PSR J0534+2200,77.08634623564441,2.6331199999999996e-05
Crab GP,PSR J0534+2200,73.07668086682719,3.02344e-05
Crab GP,PSR J0534+2200,47.35631744819024,1.4659399999999999e-05
Crab GP,PSR J0534+2200,23.302530253025303,1.01808e-05
Crab GP,PSR J0534+2200,110.18769360743454,3.97712e-05
Crab GP,PSR J0534+2200,90.29885418301679,3.56776e-05
Crab GP,PSR J0534+2200,207.37689833839556,6.26864e-05
Crab GP,PSR J0534+2200,54.112677994084066,2.03518e-05
Crab GP,PSR J0534+2200,121.07874672385036,4.70064e-05
Crab GP,PSR J0534+2200,101.4554912899141,4.090659999999999e-05
Crab GP,PSR J0534+2200,106.71726036826708,3.25416e-05
Crab GP,PSR J0534+2200,27.62112068965517,1.2992e-05
Crab GP,PSR J0534+2200,15.23609756097561,5.74e-06
Crab GP,PSR J0534+2200,171.78461033326295,5.96946e-05
Crab GP,PSR J0534+2200,14.10341463414634,5.74e-06
Crab GP,PSR J0534+2200,87.76548946716233,3.615359999999999e-05
Crab GP,PSR J0534+2200,23.485726192956864,6.7186e-06
Crab GP,PSR J0534+2200,14.768780487804877,5.74e-06
Crab GP,PSR J0534+2200,14.102439024390243,5.74e-06
Crab GP,PSR J0534+2200,151.70228808535862,5.9044999999999995e-05
Crab GP,PSR J0534+2200,48.78850163836759,1.8799199999999998e-05
Crab GP,PSR J0534+2200,15.538536585365852,5.74e-06
Crab GP,PSR J0534+2200,18.28682926829268,5.74e-06
Crab GP,PSR J0534+2200,10.828292682926827,5.74e-06
Crab GP,PSR J0534+2200,21.397073170731705,5.74e-06
Crab GP,PSR J0534+2200,58.93654101155522,2.9562399999999997e-05
Crab GP,PSR J0534+2200,299.1138658946023,0.0001029966
Crab GP,PSR J0534+2200,28.765555002488803,1.12504e-05
Crab GP,PSR J0534+2200,159.07279544507705,5.0407e-05
Crab GP,PSR J0534+2200,12.537560975609754,5.74e-06
Crab GP,PSR J0534+2200,210.31014677728143,5.0457399999999996e-05
Crab GP,PSR J0534+2200,85.91786447638604,2.99992e-05
Crab GP,PSR J0534+2200,22.541463414634144,5.74e-06
Crab GP,PSR J0534+2200,85.78337227707847,3.7147599999999996e-05
Crab GP,PSR J0534+2200,117.98673128499506,2.9754199999999997e-05
Crab GP,PSR J0534+2200,14.67121951219512,5.74e-06
Crab GP,PSR J0534+2200,88.47681911048248,3.56328e-05
Crab GP,PSR J0534+2200,22.818895214648407,9.098599999999998e-06
Crab GP,PSR J0534+2200,41.45839901909267,1.5985199999999997e-05
Crab GP,PSR J0534+2200,34.155453340609654,1.79578e-05
Crab GP,PSR J0534+2200,51.89806374342937,2.10406e-05
Crab GP,PSR J0534+2200,17.724878048780486,5.74e-06
Crab GP,PSR J0534+2200,15.167804878048779,5.74e-06
Crab GP,PSR J0534+2200,16.25170731707317,5.74e-06
